1423,420,20.00,2021-08-27 20:05:02,83266
1386,421,22.47,2021-07-20 17:37:50,72970
1471,423,40.00,2021-11-12 17:22:44,102367
1723,423,-40.00,2022-07-21 19:35:43,NULL
1724,423,40.00,2022-07-21 19:36:04,171544
1391,424,69.02,2021-07-28 17:51:59,75225
1405,425,25.68,2021-08-07 16:04:00,78123
1412,425,25.68,2021-08-14 15:31:03,79825
1425,425,22.47,2021-08-28 16:03:10,83618
1431,425,25.68,2021-09-04 12:33:26,85201
1396,426,29.96,2021-07-30 14:26:55,75849
1611,426,20.04,2022-03-25 13:26:54,137254
1397,427,35.00,2021-07-30 17:03:08,75913
1398,428,40.00,2021-07-31 18:22:48,76478
1447,429,100.00,2021-10-09 21:21:49,94410
1402,430,40.00,2021-08-03 20:13:00,76852
1793,432,32.10,2022-11-05 17:57:17,202943
1967,432,25.80,2023-03-28 17:50:59,246045
1403,433,50.00,2021-08-06 16:54:10,77730
1804,434,95.00,2022-11-16 20:06:03,205777
1407,435,37.34,2021-08-11 17:48:10,78865
1452,436,19.26,2021-10-15 17:21:45,95510
1408,437,25.00,2021-08-11 19:59:49,78925
1409,438,31.03,2021-08-12 20:00:19,79221
1411,439,40.00,2021-08-13 17:00:00,79410
1419,440,23.54,2021-08-20 21:55:49,81485
1435,440,21.00,2021-09-16 19:16:03,87865
1413,441,46.01,2021-08-14 18:44:17,79925
1416,442,40.00,2021-08-17 20:27:09,80365
1427,447,25.00,2021-08-28 17:41:32,83666
1596,448,40.00,2022-03-04 18:59:29,131248
1426,449,50.00,2021-08-28 17:18:44,83670
1420,450,50.29,2021-08-26 15:25:19,82803
1450,450,49.71,2021-10-14 14:04:22,95057
1422,451,10.00,2021-08-27 17:49:36,83163
1424,452,25.00,2021-08-28 12:53:39,83492
1432,454,10.00,2021-09-04 13:14:42,85275
1436,455,40.00,2021-09-17 21:22:29,88556
1448,456,49.01,2021-10-12 19:23:25,94666
1943,456,0.99,2023-03-07 19:23:05,238888
2035,457,42.00,2023-06-23 20:29:06,274462
1607,459,30.00,2022-03-17 18:06:44,134880
1709,461,30.00,2022-06-29 17:27:02,165162
1576,465,30.00,2022-02-18 19:20:37,127053
1808,467,20.33,2022-11-19 17:38:09,206998
1466,468,30.00,2021-11-06 12:47:14,100727
1438,471,30.00,2021-09-25 16:26:15,90666
1439,472,34.03,2021-09-25 19:56:41,90870
1461,472,33.17,2021-10-23 18:48:00,97766
